importance,node,type
0.00014193732264610676,GO:1901338,MolecularFunction
0.00013831850926522812,GO:0031729,MolecularFunction
0.00013400825805136404,GO:0001515,MolecularFunction
0.00013194415006164166,GO:0008227,MolecularFunction
0.00012762638424237242,GO:0031728,MolecularFunction
0.00012418895364398936,GO:0004980,MolecularFunction
0.00012025409438582774,GO:0098640,MolecularFunction
0.00011408888524784761,GO:0016499,MolecularFunction
0.0001115061498771611,GO:0004510,MolecularFunction
0.00011127461206305572,GO:0004802,MolecularFunction
0.00010994572569972841,GO:0017064,MolecularFunction
0.00010735476147513393,GO:0000825,MolecularFunction
0.00010502079694424442,GO:0042015,MolecularFunction
0.00010494674739994066,GO:0004464,MolecularFunction
0.00010480087098296792,GO:0008502,MolecularFunction
0.00010457782341356885,GO:0015056,MolecularFunction
0.00015586126844304414,PC7_8353,Pathway
0.00014081854966169197,WP2816_r76465,Pathway
0.00012645135202769573,PC7_1692,Pathway
0.00011507970299869441,PC7_7431,Pathway
0.00011228801577966236,PC7_3674,Pathway
0.00011124032624419075,WP58_r80015,Pathway
0.00010942360655673016,PC7_4466,Pathway
0.00010530048108921084,PC7_8329,Pathway
0.00010347111813923251,PC7_8132,Pathway
0.00010176529494581605,WP4220_r97385,Pathway
0.00010142450652517679,PC7_6055,Pathway
0.0001000473870929104,PC7_3318,Pathway
9.655951914493994e-05,PC7_7740,Pathway
9.631880303115491e-05,WP2865_r81650,Pathway
9.351172678553203e-05,PC7_6097,Pathway
8.711617472251941e-05,PC7_3647,Pathway
8.216363983247471e-05,PC7_1581,Pathway
7.772110582622877e-05,PC7_1625,Pathway
7.769585457096889e-05,PC7_5323,Pathway
7.649036176779262e-05,PC7_5325,Pathway
0.0007713022469444395,N0000175706,PharmacologicClass
0.0005817902824974422,N0000006496,PharmacologicClass
0.00039148832369610025,CHEBI:35471,PharmacologicClass
0.00038303979923116514,D005731,PharmacologicClass
0.0002986618974155149,D018722,PharmacologicClass
0.00027526993145200073,D063387,PharmacologicClass
0.00026826534941136487,N0000175496,PharmacologicClass
0.00026546434827694334,N0000175705,PharmacologicClass
0.00025055543599850213,N0000175702,PharmacologicClass
0.00021554838636098225,N0000166489,PharmacologicClass
0.00020633907077138172,D065690,PharmacologicClass
0.0001932155475845007,D000068760,PharmacologicClass
0.00018337548784567428,CHEBI:59282,PharmacologicClass
0.00016856673579772295,N0000175818,PharmacologicClass
0.00015286219865277508,CHEBI:73182,PharmacologicClass
0.00014828527324662051,N0000008294,PharmacologicClass
0.00014571461207967803,CHEBI:47958,PharmacologicClass
0.0001434936080499053,N0000000196,PharmacologicClass
0.00014312945605738858,N0000175746,PharmacologicClass
0.00014283439616279768,N0000178478,PharmacologicClass
0.00031160907381142276,Q9GZZ6,Protein
0.00022821978579102065,F8WC51,Protein
0.00020106020251562818,P19801,Protein
0.00019627310624734318,Q3SY49,Protein
0.0001959666697273408,Q8TBB6,Protein
0.00015768325113013696,O75387,Protein
0.0001570038948828349,O95166,Protein
0.00013488571433397536,Q9Y2K7,Protein
0.00013397805963013773,P36537,Protein
0.0001333137600898711,Q9UBL3,Protein
0.00013144663044170263,Q9HAW7,Protein
0.00012854238601558873,P82970,Protein
0.0001273616497550137,Q969R5,Protein
0.00012493103974236454,A6NHY2,Protein
0.00012008877893469666,P35523,Protein
0.00011933440589395673,Q96S95,Protein
0.00011896233975976159,P16402,Protein
0.00011855852448198971,Q13572,Protein
0.00011782240398700975,O60885,Protein
0.00011747751694913512,Q2TAY7,Protein
0.0002755349623952709,C0001973,SideEffect
0.00027099928014231566,C0024117,SideEffect
0.00025837852716027265,C0029443,SideEffect
0.00024676161555373685,C0028043,SideEffect
0.00021237256701274077,C0152025,SideEffect
0.0002069350136742905,C0344315,SideEffect
0.0002041696510521447,C1167842,SideEffect
0.00017779716090302283,C1096509,SideEffect
0.00017057329888202612,C0001925,SideEffect
0.00015295024678660616,C0020541,SideEffect
0.0001510938956245313,C0011991,SideEffect
0.00015103713485982393,C1167791,SideEffect
0.00015095122288211958,C0263888,SideEffect
0.00014370199955002135,C0035232,SideEffect
0.0001425475668003748,C0034212,SideEffect
0.00014130158560847098,C0032285,SideEffect
0.000137707860021382,C0007642,SideEffect
0.00013371649716652906,C0549273,SideEffect
0.000131226807062753,C1258215,SideEffect
0.0001306427738840641,C0007286,SideEffect
0.00019926772431219184,D062706,Symptom
0.00019316683026167277,D009767,Symptom
0.00015479883348999197,D050177,Symptom
0.00013701770006004573,D013851,Symptom
0.00013162499610575604,D000419,Symptom
0.000126447510452094,D054068,Symptom
0.00011770628676953072,D019584,Symptom
0.00011007655834737174,D004884,Symptom
0.00010725751149348756,D004415,Symptom
0.00010413773876442074,D003968,Symptom
0.00010396001470099083,D009765,Symptom
9.016303564986724e-05,D059606,Symptom
8.905984643758876e-05,D006456,Symptom
8.039379400662728e-05,D017116,Symptom
7.925789360144745e-05,D010148,Symptom
7.32767919614793e-05,D051474,Symptom
7.143058218665704e-05,D058568,Symptom
6.790791026541027e-05,D006930,Symptom
6.709516170096475e-05,D059390,Symptom
6.53212294834249e-05,D011507,Symptom
