importance,node,type
0.000153105854359489,CHEMBL425885,Compound
0.000153044517081746,CHEMBL230799,Compound
0.00015264009908262107,CHEMBL1688211,Compound
0.0001525841943689748,CHEMBL197304,Compound
0.00015252502660748982,CHEMBL2146133,Compound
0.00015236141221826365,CHEMBL185225,Compound
0.00015218270750299215,284186,Gene
0.00015217453167388145,CHEMBL2171168,Compound
0.0001508362334107057,CHEMBL1085824,Compound
0.0001507138510009118,Q8IZ26,Protein
0.0001503751405019172,CHEMBL1644605,Compound
0.0001496497833120459,CHEMBL585554,Compound
0.00014951618737241414,O00222,Protein
0.00014945805127995055,CHEMBL186179,Compound
0.0001492123762746472,CHEMBL560592,Compound
0.00014904338529989452,Q6R6M4,Protein
0.0001483412221578844,O00168,Protein
0.0001483163102253736,CHEMBL3237984,Compound
0.0001482674590793937,CHEMBL185118,Compound
0.00014821662257628578,P53985,Protein
0.0001476953959420697,Q15532,Protein
0.00014751025378899901,170627,Gene
0.00014723018559464364,Q6AI14,Protein
0.00014721611810168998,CHEMBL53479,Compound
0.00014709704252052647,CHEBI:51371,PharmacologicClass
0.00014705152159970121,CHEMBL2071034,Compound
0.00014702924403153892,DB01580,Compound
0.00014670702276340584,CHEMBL1760599,Compound
0.00014661212721828754,CHEMBL2204440,Compound
0.00014627711002438058,Q8WWM1,Protein
0.00014602953716232818,CHEMBL1774915,Compound
0.00014599525786227757,CHEMBL599735,Compound
0.00014597131367389312,Q9H3R0,Protein
0.00014577535024911715,CHEMBL186051,Compound
0.0001456239075509333,CHEMBL282052,Compound
0.00014502564856149822,CHEMBL53073,Compound
0.00014487019450603927,CHEMBL1395150,Compound
0.00014457361128788413,CHEMBL79827,Compound
0.00014454675273094716,CHEMBL2105754,Compound
0.00014444429806593665,CHEMBL240632,Compound
0.0001434138063398337,Q8TF66,Protein
0.00014311119962188328,CHEMBL112710,Compound
0.00014217107572984865,CHEMBL593196,Compound
0.00014216247251977104,CHEMBL211296,Compound
0.0001420321669777196,P58173,Protein
0.0001420262372878633,CHEMBL343835,Compound
0.00014143663206241583,CHEMBL2181047,Compound
0.00014133663938474864,CHEMBL189334,Compound
0.0001411934884143591,CHEMBL1253843,Compound
0.0001411924949911725,CHEMBL1790915,Compound
0.0001408466882960914,CHEMBL2314310,Compound
0.000140718334319187,CHEMBL404261,Compound
0.00014009619289237447,CHEMBL1213766,Compound
0.00014007154289026792,Q8N0W4,Protein
0.00013966052923592348,CHEMBL1200987,Compound
0.00013931974645252002,CHEMBL408709,Compound
0.00013916258957549524,Q9Y5W8,Protein
0.00013845966537531402,CHEMBL3707249,Compound
0.00013840999582358135,CHEMBL2108696,Compound
0.00013811673418559177,CHEMBL51149,Compound
0.00013804437476787408,Q3SY49,Protein
0.00013790305675051462,CHEMBL424047,Compound
0.00013778363410942363,O14521,Protein
0.0001376727489061485,CHEMBL418951,Compound
0.00013755377029918382,CHEMBL236732,Compound
0.00013728157213336662,CHEMBL104999,Compound
0.00013726578759380476,CHEMBL1834492,Compound
0.00013720998485242054,CHEMBL1201149,Compound
0.00013712769500208476,CHEMBL1852236,Compound
0.00013698368243738986,CHEMBL446966,Compound
0.00013687610502161274,CHEMBL413871,Compound
0.0001367892478265758,CHEMBL1093137,Compound
0.00013667493559652813,CHEMBL434540,Compound
0.00013579648375574373,CHEMBL2104038,Compound
0.0001357699680322435,CHEMBL519122,Compound
0.00013561519407538484,Q96IQ9,Protein
0.00013535941011357015,CHEMBL371418,Compound
0.0001350560018324021,O75069,Protein
0.00013504704908905705,CHEMBL3104241,Compound
0.00013493643910042762,CHEMBL3265238,Compound
0.00013478386057543074,CHEMBL1774921,Compound
0.00013461592645850313,CHEMBL2334787,Compound
0.0001345032315970098,CHEMBL127821,Compound
0.00013448102033435563,CHEMBL268074,Compound
0.00013441262000887355,CHEMBL2314622,Compound
0.0001341282797056564,Q7RTY1,Protein
0.0001341075176074049,CHEMBL293820,Compound
0.00013367124925691112,Q92522,Protein
0.00013311567836222523,CHEMBL204403,Compound
0.00013279036363459293,CHEMBL402590,Compound
0.00013275603991447563,DOID:3083,Disease
0.0001327318256312899,CHEMBL340080,Compound
0.0001325328551582791,Q8TC92,Protein
0.00013252159462514922,CHEMBL2179617,Compound
0.00013215555948784365,CHEMBL1096896,Compound
0.00013202620716416084,CHEMBL2348806,Compound
0.00013198672704680515,CHEMBL2071028,Compound
0.00013193336758268896,CHEMBL982,Compound
0.00013174593098796712,CHEMBL190086,Compound
0.00013151276082979123,H7C4X9,Protein
0.00013078647398206261,CHEMBL362748,Compound
0.0001305373351088523,CHEMBL413965,Compound
0.0001304526520512617,CHEMBL186679,Compound
0.00013044029002122799,CHEMBL149638,Compound
0.0001303140934449815,Q9H0R8,Protein
0.00013028220212504905,CHEMBL1256772,Compound
0.0001302117143699513,CHEMBL608986,Compound
0.00013004331438971623,CHEMBL387402,Compound
0.00013003568818328176,P10153,Protein
0.00012952889715965086,Q96S95,Protein
0.00012885793365391993,CHEMBL236674,Compound
0.00012814500291263172,CHEBI:60606,PharmacologicClass
0.00012805522233205177,CHEMBL445870,Compound
0.0001280364926038143,CHEMBL2106227,Compound
0.00012790096133240105,DB00409,Compound
0.00012781128416428273,CHEMBL1213898,Compound
0.00012776455760638798,CHEMBL2103888,Compound
0.00012763255810956169,CHEMBL394962,Compound
0.00012754000158373056,CHEMBL1620811,Compound
0.0001274673455514723,CHEMBL2103838,Compound
0.00012744608214336508,CHEMBL2152264,Compound
0.00012739916646497407,CHEMBL575023,Compound
0.00012733180752096828,CHEMBL276679,Compound
0.0001268892266351128,CHEMBL104296,Compound
0.00012673125662247201,CHEMBL1951451,Compound
0.00012669996110215598,CHEMBL559843,Compound
0.00012658547281584601,CHEMBL416512,Compound
0.00012654704626601307,CHEMBL2103831,Compound
0.00012646165368923666,CHEMBL549992,Compound
0.0001264228894520655,CHEMBL2204444,Compound
0.00012633199913861866,CHEMBL1689809,Compound
0.00012632893447669612,CHEMBL1288810,Compound
0.00012626956241717236,CHEMBL2105762,Compound
0.0001261668650965113,CHEMBL206046,Compound
0.00012610965610770049,Q86YS7,Protein
0.00012609464892037521,DOID:8442,Disease
0.00012599270597261772,CHEMBL1761821,Compound
0.00012579816919631968,O95976,Protein
0.00012578376704077738,CHEMBL393009,Compound
0.000125628605635629,CHEMBL372797,Compound
0.0001254350508099327,DOID:0110883,Disease
0.00012530041119528923,341346,Gene
0.00012509168196719306,CHEMBL81697,Compound
0.00012502088301929778,N0000175746,PharmacologicClass
0.00012496404549555665,CHEMBL1593906,Compound
0.0001248876484984678,CHEMBL1774918,Compound
0.00012485393607929645,Q9H596,Protein
0.00012476174632884964,CHEMBL1200764,Compound
0.0001246537302705628,CHEBI:77034,PharmacologicClass
0.00012454223067125388,CHEMBL185061,Compound
0.0001244051933798866,CHEMBL2315525,Compound
0.00012440194328809686,DB05266,Compound
0.0001242727996368898,CHEMBL2023929,Compound
0.00012419858787253885,P0CG31,Protein
0.00012419793145765384,CHEMBL399284,Compound
0.00012406957620250908,Q8TBB6,Protein
0.00012406096982950813,CHEMBL3234759,Compound
0.0001238145720433103,CHEMBL600007,Compound
